vacc_date,received_at_least_one_dose,full_regimen,minimum_protection,received_one_dose_pcttakeup,full_regimen_pcttakeup,minimum_protection_pcttakeup
2023-04-07,5310863.0,5263017.0,4730426.0,89.21,88.41,79.46
2023-04-08,5310918.0,5263204.0,4731056.0,89.21,88.41,79.47
2023-04-09,5310954.0,5263287.0,4731324.0,89.22,88.41,79.48
2023-04-10,5310972.0,5263410.0,4731990.0,89.22,88.42,79.49
2023-04-11,5311014.0,5263555.0,4732610.0,89.22,88.42,79.5
2023-04-12,5311041.0,5263693.0,4733173.0,89.22,88.42,79.51
2023-04-13,5311072.0,5263805.0,4733667.0,89.22,88.42,79.52
2023-04-14,5311150.0,5263990.0,4734191.0,89.22,88.43,79.53
2023-04-15,5311224.0,5264162.0,4734647.0,89.22,88.43,79.53
2023-04-16,5311260.0,5264206.0,4734824.0,89.22,88.43,79.54
2023-04-17,5311277.0,5264330.0,4735307.0,89.22,88.43,79.55
2023-04-18,5311319.0,5264462.0,4735762.0,89.22,88.43,79.55
2023-04-19,5311352.0,5264584.0,4736285.0,89.22,88.44,79.56
2023-04-20,5311386.0,5264710.0,4736821.0,89.22,88.44,79.57
2023-04-21,5311448.0,5264896.0,4737371.0,89.22,88.44,79.58
2023-04-22,5311457.0,5264971.0,4737618.0,89.22,88.44,79.58
2023-04-23,5311486.0,5265038.0,4737921.0,89.22,88.44,79.59
2023-04-24,5311517.0,5265273.0,4738876.0,89.22,88.45,79.61
2023-04-25,5311563.0,5265486.0,4739567.0,89.23,88.45,79.62
2023-04-26,5311608.0,5265669.0,4740276.0,89.23,88.45,79.63
2023-04-27,5311653.0,5265871.0,4741022.0,89.23,88.46,79.64
2023-04-28,5311759.0,5266127.0,4741900.0,89.23,88.46,79.66
2023-04-29,5311868.0,5266350.0,4742602.0,89.23,88.47,79.67
2023-04-30,5311890.0,5266427.0,4742876.0,89.23,88.47,79.67
2023-05-01,5311907.0,5266502.0,4743055.0,89.23,88.47,79.68
2023-05-02,5311923.0,5266648.0,4743747.0,89.23,88.47,79.69
2023-05-03,5311971.0,5266795.0,4744342.0,89.23,88.47,79.7
2023-05-04,5312010.0,5266926.0,4744979.0,89.23,88.48,79.71
2023-05-05,5312062.0,5267166.0,4745920.0,89.23,88.48,79.72
2023-05-06,5312152.0,5267357.0,4746592.0,89.24,88.48,79.74
2023-05-07,5312175.0,5267425.0,4746877.0,89.24,88.48,79.74
2023-05-08,5312201.0,5267626.0,4747715.0,89.24,88.49,79.75
2023-05-09,5312245.0,5267810.0,4748431.0,89.24,88.49,79.77
2023-05-10,5312298.0,5268004.0,4749197.0,89.24,88.49,79.78
2023-05-11,5312337.0,5268130.0,4749911.0,89.24,88.5,79.79
2023-05-12,5312391.0,5268331.0,4750626.0,89.24,88.5,79.8
2023-05-13,5312459.0,5268493.0,4751174.0,89.24,88.5,79.81
2023-05-14,5312497.0,5268542.0,4751439.0,89.24,88.5,79.82
2023-05-15,5312508.0,5268678.0,4752071.0,89.24,88.51,79.83
2023-05-16,5312548.0,5268826.0,4752597.0,89.24,88.51,79.84
2023-05-17,5312567.0,5268948.0,4753125.0,89.24,88.51,79.84
2023-05-18,5312599.0,5269065.0,4753654.0,89.24,88.51,79.85
2023-05-19,5312644.0,5269196.0,4754298.0,89.24,88.51,79.86
2023-05-20,5312700.0,5269323.0,4754828.0,89.24,88.52,79.87
2023-05-21,5312720.0,5269385.0,4755022.0,89.25,88.52,79.88
2023-05-22,5312742.0,5269503.0,4755717.0,89.25,88.52,79.89
2023-05-23,5312761.0,5269635.0,4756357.0,89.25,88.52,79.9
2023-05-24,5312791.0,5269756.0,4756987.0,89.25,88.52,79.91
2023-05-25,5312825.0,5269857.0,4757714.0,89.25,88.53,79.92
2023-05-26,5312891.0,5270027.0,4758471.0,89.25,88.53,79.93
2023-05-27,5312932.0,5270176.0,4759030.0,89.25,88.53,79.94
2023-05-28,5312949.0,5270217.0,4759261.0,89.25,88.53,79.95
2023-05-29,5312965.0,5270331.0,4760044.0,89.25,88.53,79.96
2023-05-30,5312999.0,5270469.0,4760736.0,89.25,88.54,79.97
2023-05-31,5313025.0,5270597.0,4761444.0,89.25,88.54,79.98
2023-06-01,5313056.0,5270704.0,4762058.0,89.25,88.54,79.99
2023-06-02,5313083.0,5270768.0,4762285.0,89.25,88.54,80.0
2023-06-03,5313116.0,5270874.0,4762879.0,89.25,88.54,80.01
2023-06-04,5313148.0,5270917.0,4763069.0,89.25,88.54,80.01
2023-06-05,5313160.0,5271064.0,4764010.0,89.25,88.55,80.03
2023-06-06,5313192.0,5271246.0,4764812.0,89.25,88.55,80.04
2023-06-07,5313208.0,5271353.0,4765388.0,89.25,88.55,80.05
2023-06-08,5313234.0,5271467.0,4765958.0,89.25,88.55,80.06
2023-06-09,5313280.0,5271602.0,4766584.0,89.25,88.55,80.07
2023-06-10,5313326.0,5271728.0,4767070.0,89.26,88.56,80.08
2023-06-11,5313342.0,5271780.0,4767216.0,89.26,88.56,80.08
2023-06-12,5313363.0,5271897.0,4767884.0,89.26,88.56,80.09
2023-06-13,5313380.0,5271997.0,4768506.0,89.26,88.56,80.1
2023-06-14,5313404.0,5272083.0,4769047.0,89.26,88.56,80.11
2023-06-15,5313422.0,5272171.0,4769594.0,89.26,88.56,80.12
2023-06-16,5313447.0,5272265.0,4770194.0,89.26,88.57,80.13
2023-06-17,5313465.0,5272354.0,4770628.0,89.26,88.57,80.14
2023-06-18,5313476.0,5272389.0,4770801.0,89.26,88.57,80.14
2023-06-19,5313484.0,5272480.0,4771401.0,89.26,88.57,80.15
2023-06-20,5313502.0,5272565.0,4771910.0,89.26,88.57,80.16
2023-06-21,5313519.0,5272635.0,4772377.0,89.26,88.57,80.17
2023-06-22,5313539.0,5272698.0,4772816.0,89.26,88.57,80.18
2023-06-23,5313558.0,5272781.0,4773297.0,89.26,88.57,80.18
2023-06-24,5313576.0,5272854.0,4773620.0,89.26,88.58,80.19
2023-06-25,5313587.0,5272874.0,4773689.0,89.26,88.58,80.19
2023-06-26,5313588.0,5272926.0,4773990.0,89.26,88.58,80.2
2023-06-27,5313595.0,5272977.0,4774282.0,89.26,88.58,80.2
2023-06-28,5313612.0,5273017.0,4774429.0,89.26,88.58,80.2
2023-06-29,5313619.0,5273062.0,4774530.0,89.26,88.58,80.2
2023-06-30,5313620.0,5273080.0,4774648.0,89.26,88.58,80.21
2023-07-01,5313651.0,5273134.0,4774821.0,89.26,88.58,80.21
2023-07-02,5313664.0,5273169.0,4774854.0,89.26,88.58,80.21
2023-07-03,5313664.0,5273176.0,4775034.0,89.26,88.58,80.21
2023-07-04,5313669.0,5273203.0,4775195.0,89.26,88.58,80.22
2023-07-05,5313678.0,5273233.0,4775351.0,89.26,88.58,80.22
2023-07-06,5313682.0,5273265.0,4775484.0,89.26,88.58,80.22
2023-07-07,5313691.0,5273296.0,4775634.0,89.26,88.58,80.22
2023-07-08,5313702.0,5273339.0,4775754.0,89.26,88.58,80.22
2023-07-09,5313706.0,5273350.0,4775784.0,89.26,88.58,80.23
2023-07-10,5313709.0,5273363.0,4775961.0,89.26,88.58,80.23
2023-07-11,5313720.0,5273441.0,4776335.0,89.26,88.59,80.23
2023-07-12,5313729.0,5273543.0,4776837.0,89.26,88.59,80.24
2023-07-13,5313740.0,5273658.0,4777324.0,89.26,88.59,80.25
2023-07-14,5313754.0,5273773.0,4777843.0,89.26,88.59,80.26
2023-07-15,5313782.0,5273868.0,4778154.0,89.26,88.59,80.27
2023-07-16,5313788.0,5273886.0,4778203.0,89.26,88.59,80.27
2023-07-17,5313788.0,5273953.0,4778558.0,89.26,88.59,80.27
2023-07-18,5313793.0,5274030.0,4778930.0,89.26,88.6,80.28
2023-07-19,5313810.0,5274129.0,4779440.0,89.26,88.6,80.29
2023-07-20,5313824.0,5274198.0,4779827.0,89.26,88.6,80.29
2023-07-21,5313840.0,5274278.0,4780257.0,89.26,88.6,80.3
2023-07-22,5313856.0,5274345.0,4780538.0,89.26,88.6,80.31
2023-07-23,5313864.0,5274364.0,4780580.0,89.26,88.6,80.31
2023-07-24,5313866.0,5274444.0,4780923.0,89.26,88.6,80.31
2023-07-25,5313876.0,5274494.0,4781152.0,89.26,88.6,80.32
2023-07-26,5313880.0,5274540.0,4781399.0,89.26,88.6,80.32
2023-07-27,5313891.0,5274586.0,4781592.0,89.26,88.6,80.32
2023-07-28,5313899.0,5274656.0,4781829.0,89.26,88.61,80.33
2023-07-29,5313912.0,5274711.0,4782012.0,89.27,88.61,80.33
2023-07-30,5313919.0,5274735.0,4782037.0,89.27,88.61,80.33
2023-07-31,5313920.0,5274748.0,4782253.0,89.27,88.61,80.33
2023-08-01,5313927.0,5274786.0,4782450.0,89.27,88.61,80.34
2023-08-02,5313932.0,5274818.0,4782625.0,89.27,88.61,80.34
2023-08-03,5313940.0,5274843.0,4782799.0,89.27,88.61,80.34
2023-08-04,5313948.0,5274868.0,4783037.0,89.27,88.61,80.35
2023-08-05,5313959.0,5274914.0,4783175.0,89.27,88.61,80.35
2023-08-06,5313963.0,5274933.0,4783203.0,89.27,88.61,80.35
2023-08-07,5313965.0,5274942.0,4783354.0,89.27,88.61,80.35
2023-08-08,5313977.0,5274967.0,4783477.0,89.27,88.61,80.35
2023-08-09,5313981.0,5274993.0,4783507.0,89.27,88.61,80.36
2023-08-10,5313982.0,5275001.0,4783682.0,89.27,88.61,80.36
2023-08-11,5313991.0,5275040.0,4783864.0,89.27,88.61,80.36
2023-08-12,5313997.0,5275082.0,4783973.0,89.27,88.61,80.36
2023-08-13,5314008.0,5275097.0,4784025.0,89.27,88.61,80.36
2023-08-14,5314008.0,5275125.0,4784149.0,89.27,88.61,80.37
2023-08-15,5314015.0,5275159.0,4784321.0,89.27,88.61,80.37
2023-08-16,5314016.0,5275178.0,4784489.0,89.27,88.61,80.37
2023-08-17,5314029.0,5275204.0,4784656.0,89.27,88.61,80.37
2023-08-18,5314037.0,5275237.0,4784824.0,89.27,88.62,80.38
2023-08-19,5314059.0,5275271.0,4785024.0,89.27,88.62,80.38
2023-08-20,5314065.0,5275285.0,4785116.0,89.27,88.62,80.38
2023-08-21,5314068.0,5275315.0,4785289.0,89.27,88.62,80.39
2023-08-22,5314070.0,5275334.0,4785485.0,89.27,88.62,80.39
2023-08-23,5314074.0,5275356.0,4785655.0,89.27,88.62,80.39
2023-08-24,5314080.0,5275378.0,4785820.0,89.27,88.62,80.39
2023-08-25,5314093.0,5275408.0,4786000.0,89.27,88.62,80.4
2023-08-26,5314110.0,5275440.0,4786192.0,89.27,88.62,80.4
2023-08-27,5314113.0,5275454.0,4786261.0,89.27,88.62,80.4
2023-08-28,5314113.0,5275472.0,4786405.0,89.27,88.62,80.4
2023-08-29,5314119.0,5275492.0,4786547.0,89.27,88.62,80.41
2023-08-30,5314125.0,5275505.0,4786700.0,89.27,88.62,80.41
2023-08-31,5314131.0,5275523.0,4786813.0,89.27,88.62,80.41
2023-09-01,5314146.0,5275558.0,4786856.0,89.27,88.62,80.41
2023-09-02,5314146.0,5275572.0,4786979.0,89.27,88.62,80.41
2023-09-03,5314150.0,5275587.0,4787037.0,89.27,88.62,80.41
2023-09-04,5314155.0,5275601.0,4787182.0,89.27,88.62,80.42
2023-09-05,5314162.0,5275617.0,4787382.0,89.27,88.62,80.42
2023-09-06,5314168.0,5275641.0,4787519.0,89.27,88.62,80.42
2023-09-07,5314178.0,5275667.0,4787709.0,89.27,88.62,80.43
2023-09-08,5314189.0,5275693.0,4787885.0,89.27,88.62,80.43
2023-09-09,5314203.0,5275729.0,4788063.0,89.27,88.62,80.43
2023-09-10,5314206.0,5275750.0,4788112.0,89.27,88.62,80.43
2023-09-11,5314208.0,5275756.0,4788285.0,89.27,88.62,80.44
2023-09-12,5314210.0,5275780.0,4788455.0,89.27,88.62,80.44
2023-09-13,5314216.0,5275792.0,4788605.0,89.27,88.62,80.44
2023-09-14,5314223.0,5275827.0,4788749.0,89.27,88.63,80.44
2023-09-15,5314231.0,5275844.0,4788929.0,89.27,88.63,80.45
2023-09-16,5314239.0,5275863.0,4789055.0,89.27,88.63,80.45
2023-09-17,5314247.0,5275888.0,4789077.0,89.27,88.63,80.45
2023-09-18,5314247.0,5275891.0,4789257.0,89.27,88.63,80.45
2023-09-19,5314254.0,5275919.0,4789425.0,89.27,88.63,80.45
2023-09-20,5314267.0,5275935.0,4789590.0,89.27,88.63,80.46
2023-09-21,5314269.0,5275966.0,4789699.0,89.27,88.63,80.46
2023-09-22,5314279.0,5275999.0,4789833.0,89.27,88.63,80.46
2023-09-23,5314286.0,5276027.0,4789952.0,89.27,88.63,80.46
2023-09-24,5314290.0,5276043.0,4789978.0,89.27,88.63,80.46
2023-09-25,5314292.0,5276049.0,4790141.0,89.27,88.63,80.47
2023-09-26,5314295.0,5276070.0,4790293.0,89.27,88.63,80.47
2023-09-27,5314298.0,5276093.0,4790441.0,89.27,88.63,80.47
2023-09-28,5314305.0,5276114.0,4790579.0,89.27,88.63,80.47
2023-09-29,5314311.0,5276136.0,4790704.0,89.27,88.63,80.48
2023-09-30,5314319.0,5276159.0,4790810.0,89.27,88.63,80.48
2023-10-01,5314324.0,5276171.0,4790838.0,89.27,88.63,80.48
2023-10-02,5314324.0,5276176.0,4790984.0,89.27,88.63,80.48
2023-10-03,5314329.0,5276193.0,4791101.0,89.27,88.63,80.48
2023-10-04,5314332.0,5276205.0,4791232.0,89.27,88.63,80.48
2023-10-05,5314339.0,5276237.0,4791343.0,89.27,88.63,80.49
2023-10-06,5314347.0,5276252.0,4791500.0,89.27,88.63,80.49
2023-10-07,5314364.0,5276281.0,4791608.0,89.27,88.63,80.49
2023-10-08,5314377.0,5276312.0,4791643.0,89.27,88.63,80.49
2023-10-09,5314383.0,5276314.0,4791796.0,89.27,88.63,80.49
2023-10-10,5314389.0,5276341.0,4791937.0,89.27,88.63,80.5
2023-10-11,5314400.0,5276360.0,4792117.0,89.27,88.63,80.5
2023-10-12,5314410.0,5276379.0,4792286.0,89.27,88.63,80.5
2023-10-13,5314417.0,5276409.0,4792463.0,89.27,88.64,80.51
2023-10-14,5314439.0,5276434.0,4792590.0,89.27,88.64,80.51
2023-10-15,5314447.0,5276447.0,4792642.0,89.27,88.64,80.51
2023-10-16,5314453.0,5276455.0,4792784.0,89.27,88.64,80.51
2023-10-17,5314457.0,5276476.0,4792944.0,89.27,88.64,80.51
2023-10-18,5314461.0,5276500.0,4793075.0,89.27,88.64,80.52
2023-10-19,5314467.0,5276513.0,4793209.0,89.27,88.64,80.52
2023-10-20,5314482.0,5276535.0,4793379.0,89.27,88.64,80.52
2023-10-21,5314503.0,5276570.0,4793493.0,89.28,88.64,80.52
2023-10-22,5314510.0,5276587.0,4793544.0,89.28,88.64,80.52
2023-10-23,5314510.0,5276596.0,4793665.0,89.28,88.64,80.53
2023-10-24,5314515.0,5276614.0,4793799.0,89.28,88.64,80.53
2023-10-25,5314521.0,5276628.0,4793944.0,89.28,88.64,80.53
2023-10-26,5314527.0,5276646.0,4794066.0,89.28,88.64,80.53
2023-10-27,5314534.0,5276655.0,4794212.0,89.28,88.64,80.53
2023-10-28,5314543.0,5276671.0,4794298.0,89.28,88.64,80.54
2023-10-29,5314549.0,5276683.0,4794347.0,89.28,88.64,80.54
2023-10-30,5314549.0,5276690.0,4794464.0,89.28,88.64,80.54
2023-10-31,5314561.0,5276703.0,4794605.0,89.28,88.64,80.54
2023-11-01,5314568.0,5276725.0,4794743.0,89.28,88.64,80.54
2023-11-02,5314573.0,5276745.0,4794915.0,89.28,88.64,80.55
2023-11-03,5314585.0,5276764.0,4795067.0,89.28,88.64,80.55
2023-11-04,5314602.0,5276786.0,4795238.0,89.28,88.64,80.55
2023-11-05,5314612.0,5276799.0,4795272.0,89.28,88.64,80.55
2023-11-06,5314612.0,5276806.0,4795427.0,89.28,88.64,80.56
2023-11-07,5314618.0,5276834.0,4795610.0,89.28,88.64,80.56
2023-11-08,5314629.0,5276851.0,4795757.0,89.28,88.64,80.56
2023-11-09,5314635.0,5276872.0,4795916.0,89.28,88.64,80.56
2023-11-10,5314644.0,5276889.0,4796098.0,89.28,88.64,80.57
2023-11-11,5314648.0,5276913.0,4796260.0,89.28,88.64,80.57
2023-11-12,5314653.0,5276923.0,4796278.0,89.28,88.64,80.57
2023-11-13,5314653.0,5276923.0,4796323.0,89.28,88.64,80.57
2023-11-14,5314655.0,5276933.0,4796476.0,89.28,88.64,80.57
2023-11-15,5314664.0,5276952.0,4796642.0,89.28,88.64,80.58
2023-11-16,5314676.0,5276969.0,4796797.0,89.28,88.64,80.58
2023-11-17,5314693.0,5277000.0,4796950.0,89.28,88.65,80.58
2023-11-18,5314706.0,5277023.0,4797134.0,89.28,88.65,80.58
2023-11-19,5314718.0,5277041.0,4797171.0,89.28,88.65,80.58
2023-11-20,5314719.0,5277050.0,4797356.0,89.28,88.65,80.59
2023-11-21,5314726.0,5277072.0,4797513.0,89.28,88.65,80.59
2023-11-22,5314732.0,5277087.0,4797697.0,89.28,88.65,80.59
2023-11-23,5314744.0,5277102.0,4797862.0,89.28,88.65,80.6
2023-11-24,5314760.0,5277122.0,4798042.0,89.28,88.65,80.6
2023-11-25,5314778.0,5277163.0,4798242.0,89.28,88.65,80.6
2023-11-26,5314783.0,5277182.0,4798286.0,89.28,88.65,80.6
2023-11-27,5314799.0,5277209.0,4798472.0,89.28,88.65,80.61
2023-11-28,5314815.0,5277239.0,4798623.0,89.28,88.65,80.61
2023-11-29,5314833.0,5277265.0,4798791.0,89.28,88.65,80.61
2023-11-30,5314850.0,5277292.0,4798951.0,89.28,88.65,80.61
2023-12-01,5314872.0,5277317.0,4799115.0,89.28,88.65,80.62
2023-12-02,5314912.0,5277369.0,4799301.0,89.28,88.65,80.62
2023-12-03,5314938.0,5277384.0,4799328.0,89.28,88.65,80.62
2023-12-04,5314938.0,5277398.0,4799468.0,89.28,88.65,80.62
2023-12-05,5314959.0,5277422.0,4799642.0,89.28,88.65,80.63
2023-12-06,5314983.0,5277451.0,4799796.0,89.28,88.65,80.63
2023-12-07,5315001.0,5277478.0,4799966.0,89.28,88.65,80.63
2023-12-08,5315041.0,5277514.0,4800162.0,89.28,88.65,80.63
2023-12-09,5315086.0,5277550.0,4800323.0,89.28,88.65,80.64
2023-12-10,5315100.0,5277580.0,4800387.0,89.29,88.65,80.64
2023-12-11,5315117.0,5277590.0,4800562.0,89.29,88.65,80.64
2023-12-12,5315135.0,5277618.0,4800775.0,89.29,88.66,80.65
2023-12-13,5315158.0,5277653.0,4800967.0,89.29,88.66,80.65
2023-12-14,5315187.0,5277684.0,4801205.0,89.29,88.66,80.65
2023-12-15,5315238.0,5277733.0,4801401.0,89.29,88.66,80.66
2023-12-16,5315283.0,5277775.0,4801563.0,89.29,88.66,80.66
2023-12-17,5315331.0,5277822.0,4801593.0,89.29,88.66,80.66
2023-12-18,5315331.0,5277829.0,4801838.0,89.29,88.66,80.66
2023-12-19,5315359.0,5277870.0,4802086.0,89.29,88.66,80.67
2023-12-20,5315385.0,5277916.0,4802316.0,89.29,88.66,80.67
2023-12-21,5315420.0,5277950.0,4802553.0,89.29,88.66,80.68
2023-12-22,5315481.0,5277999.0,4802791.0,89.29,88.66,80.68
2023-12-23,5315539.0,5278059.0,4803015.0,89.29,88.66,80.68
2023-12-24,5315577.0,5278094.0,4803049.0,89.29,88.66,80.68
2023-12-25,5315577.0,5278110.0,4803081.0,89.29,88.66,80.68
2023-12-26,5315599.0,5278113.0,4803316.0,89.29,88.66,80.69
2023-12-27,5315623.0,5278152.0,4803529.0,89.29,88.66,80.69
2023-12-28,5315651.0,5278182.0,4803776.0,89.29,88.66,80.7
2023-12-29,5315699.0,5278224.0,4804029.0,89.3,88.67,80.7
2023-12-30,5315738.0,5278251.0,4804179.0,89.3,88.67,80.7
2023-12-31,5315746.0,5278290.0,4804225.0,89.3,88.67,80.7
2024-01-01,5315766.0,5278292.0,4804301.0,89.3,88.67,80.7
2024-01-02,5315767.0,5278292.0,4804438.0,89.3,88.67,80.71
2024-01-03,5315782.0,5278319.0,4804649.0,89.3,88.67,80.71
2024-01-04,5315795.0,5278344.0,4804827.0,89.3,88.67,80.71
2024-01-05,5315840.0,5278374.0,4805046.0,89.3,88.67,80.72
2024-01-06,5315867.0,5278407.0,4805196.0,89.3,88.67,80.72
2024-01-07,5315880.0,5278418.0,4805237.0,89.3,88.67,80.72
2024-01-08,5315887.0,5278433.0,4805472.0,89.3,88.67,80.72
2024-01-09,5315901.0,5278464.0,4805653.0,89.3,88.67,80.73
2024-01-10,5315915.0,5278489.0,4805853.0,89.3,88.67,80.73
2024-01-11,5315926.0,5278522.0,4806026.0,89.3,88.67,80.73
2024-01-12,5315948.0,5278555.0,4806286.0,89.3,88.67,80.74
2024-01-13,5315975.0,5278588.0,4806465.0,89.3,88.67,80.74
2024-01-14,5315985.0,5278613.0,4806508.0,89.3,88.67,80.74
2024-01-15,5315992.0,5278628.0,4806697.0,89.3,88.67,80.74
2024-01-16,5316002.0,5278654.0,4806888.0,89.3,88.67,80.75
2024-01-17,5316012.0,5278670.0,4807077.0,89.3,88.67,80.75
2024-01-18,5316018.0,5278689.0,4807272.0,89.3,88.67,80.75
2024-01-19,5316032.0,5278719.0,4807440.0,89.3,88.67,80.76
2024-01-20,5316058.0,5278755.0,4807593.0,89.3,88.67,80.76
2024-01-21,5316074.0,5278776.0,4807646.0,89.3,88.67,80.76
2024-01-22,5316075.0,5278788.0,4807778.0,89.3,88.68,80.76
2024-01-23,5316089.0,5278810.0,4807953.0,89.3,88.68,80.77
2024-01-24,5316099.0,5278831.0,4808105.0,89.3,88.68,80.77
2024-01-25,5316115.0,5278846.0,4808230.0,89.3,88.68,80.77
2024-01-26,5316121.0,5278870.0,4808376.0,89.3,88.68,80.77
2024-01-27,5316140.0,5278895.0,4808502.0,89.3,88.68,80.78
2024-01-28,5316149.0,5278904.0,4808530.0,89.3,88.68,80.78
2024-01-29,5316151.0,5278915.0,4808665.0,89.3,88.68,80.78
2024-01-30,5316157.0,5278930.0,4808793.0,89.3,88.68,80.78
2024-01-31,5316164.0,5278950.0,4808917.0,89.3,88.68,80.78
2024-02-01,5316171.0,5278963.0,4809028.0,89.3,88.68,80.78
2024-02-02,5316178.0,5278983.0,4809161.0,89.3,88.68,80.79
2024-02-03,5316189.0,5279002.0,4809252.0,89.3,88.68,80.79
2024-02-04,5316191.0,5279014.0,4809274.0,89.3,88.68,80.79
2024-02-05,5316191.0,5279014.0,4809401.0,89.3,88.68,80.79
2024-02-06,5316197.0,5279026.0,4809554.0,89.3,88.68,80.79
2024-02-07,5316204.0,5279041.0,4809704.0,89.3,88.68,80.8
2024-02-08,5316210.0,5279055.0,4809815.0,89.3,88.68,80.8
2024-02-09,5316219.0,5279066.0,4809870.0,89.3,88.68,80.8
2024-02-10,5316223.0,5279077.0,4809896.0,89.3,88.68,80.8
2024-02-11,5316225.0,5279087.0,4809900.0,89.3,88.68,80.8
2024-02-12,5316225.0,5279092.0,4809902.0,89.3,88.68,80.8
2024-02-13,5316225.0,5279092.0,4809988.0,89.3,88.68,80.8
2024-02-14,5316231.0,5279107.0,4810107.0,89.3,88.68,80.8
2024-02-15,5316234.0,5279118.0,4810207.0,89.3,88.68,80.8
2024-02-16,5316235.0,5279131.0,4810321.0,89.3,88.68,80.81
2024-02-17,5316241.0,5279150.0,4810404.0,89.3,88.68,80.81
2024-02-18,5316243.0,5279156.0,4810453.0,89.3,88.68,80.81
2024-02-19,5316243.0,5279172.0,4810552.0,89.3,88.68,80.81
2024-02-20,5316245.0,5279194.0,4810698.0,89.3,88.68,80.81
2024-02-21,5316246.0,5279208.0,4810845.0,89.3,88.68,80.81
2024-02-22,5316256.0,5279229.0,4810969.0,89.3,88.68,80.82
2024-02-23,5316265.0,5279243.0,4811110.0,89.3,88.68,80.82
2024-02-24,5316270.0,5279261.0,4811210.0,89.3,88.68,80.82
2024-02-25,5316271.0,5279267.0,4811242.0,89.3,88.68,80.82
2024-02-26,5316272.0,5279278.0,4811381.0,89.3,88.68,80.82
2024-02-27,5316275.0,5279290.0,4811520.0,89.3,88.68,80.83
